user_id,seq_d1,seq_d2,domain_id
17255,"[8624, 23676, 6833, 1432, 836, 2500]","[10490, 2353, 24309, 12119, 5452, 836, 2500]",1
26663,"[1878, 4673, 2326]","[21773, 6164, 6826, 4648, 19586, 6281]",0
44630,[],"[2201, 8552, 3972, 17691, 8213]",1
8674,"[5190, 24092, 24202, 11820]","[22632, 7376, 8004, 7888, 16251, 20718, 7428, 1675, 23131, 24130, 3108, 2019, 13815, 24178, 7979, 20012, 24483, 7442, 14665, 2102, 22037]",0
8143,"[11387, 10647, 6572]","[8614, 23593, 14840, 1540, 8435, 18652, 3341, 16818, 18955, 6919, 7832, 11532, 2533, 1183, 6425, 24311]",0
31906,[],"[3231, 8586, 12681, 9420, 11554, 22088]",1
37467,[],"[12997, 4847, 19245, 3314, 10832]",1
5262,"[13989, 17793, 15373]",[],0
42958,[],"[2774, 650, 22324, 8606]",1
41260,[],"[10801, 20617]",1
26596,"[283, 6531, 13665]",[],0
39037,[],"[19261, 19220, 7254, 11509, 7732, 11630]",1
47083,[],"[1938, 7869, 14496, 3604, 2277, 23103, 22497, 19081, 13368, 12087, 23137, 18656, 8233, 22181, 7524, 11420, 1689]",1
1610,"[9175, 11135, 11930]",[],0
38441,[],"[13915, 21859, 18122]",1
41449,[],"[15555, 13159, 16511]",1
8442,"[14428, 2966, 23927, 22776]",[],0
26168,"[17515, 5683]",[],0
46728,[],"[9859, 14823, 19904]",1
37848,[],"[3611, 17944, 4008, 18225, 19507, 719]",1
21343,"[7365, 15605]",[],0
28420,"[16244, 19440, 8675, 15537, 18064]",[],0
41498,[],"[4874, 3926, 1065, 13266, 20652]",1
22177,"[21173, 13630]",[],0
18623,"[17281, 5303, 14512, 13463, 20846]",[],0
1676,"[12964, 927, 20433, 19983]","[19064, 11531, 6969, 41, 5191, 2709, 21139, 12333, 18239, 3081, 18425]",1
43482,[],"[18809, 5903, 8656, 18556]",1
10217,"[16374, 2578, 2158]","[12389, 559, 1218, 5222, 2433, 17456, 18991]",1
40374,[],"[16779, 17831, 15360, 15343, 2990, 13171, 19044]",1
19815,"[9049, 4249]",[],0
27372,"[813, 13021]",[],0
36409,[],"[11076, 8957]",1
32845,[],"[12468, 3111, 20695]",1
33620,[],"[15358, 2134, 18577, 22491]",1
45958,[],"[16666, 1051]",1
11365,"[326, 2803, 3181, 16811, 3426, 10921]",[],0
32269,[],"[24487, 18378, 15481, 4030, 13469, 428]",1
3778,"[11924, 11803, 17476, 1790, 19321, 20683, 22478, 16529, 3736, 8228]",[],0
4642,"[2670, 17494, 18437, 23543, 12874]",[],0
24555,"[5073, 20560, 18]",[],0
13742,"[18751, 17427, 20281, 15442]","[7803, 9684, 21764, 11163, 24503, 21964, 5872, 8466, 20699]",1
20700,"[14975, 21713, 1304]",[],0
27787,"[4415, 2565, 836, 9512]","[9939, 6764, 17931, 4669, 8117, 2565, 836]",1
30155,"[624, 2072]",[],0
28494,"[265, 24385, 11871, 11427, 18773, 16137, 355]",[],0
33725,[],"[4563, 5927]",1
35917,[],"[3928, 12535, 3204]",1
20735,"[21105, 13571, 37, 7084]",[],0
46168,[],"[19449, 8064, 16597, 8566]",1
18519,"[21470, 6606, 4174, 10781]","[14698, 21470, 11049, 24307, 19586, 4174]",0
14295,"[11319, 20101]",[],0
35563,[],"[14567, 20333, 18847, 4878]",1
2606,"[23077, 21379, 22172, 19359]","[23077, 13548, 7062, 20300, 22172, 16030, 11627]",0
22414,"[19634, 14210]","[8078, 20512, 11112, 4618, 9598, 6696]",0
1567,"[12511, 2670, 11639, 10006, 6603, 12764, 16210, 500, 21749, 24148, 19591, 15315, 19020, 10264, 8405, 9521, 11653, 13158, 11871, 18735, 5531, 13184, 7103, 16657, 20751, 18172]","[11639, 12764, 16210, 22986, 6986, 17331, 314, 6372, 500, 19753, 14248, 23549, 17998, 7094]",1
44714,[],"[15271, 8515, 14077, 20886, 20646, 8089, 2789]",1
9566,"[8691, 9359, 4905, 14563, 11527, 2905, 20895, 14654, 3866]","[14563, 4491, 17187, 2579, 23662, 6678, 23630, 20895, 14654, 6212, 1288, 20160, 2480, 12366, 12784, 24256, 2257]",1
21170,"[17610, 2747, 1221, 2765, 7985, 23809, 5475, 19558]",[],0
5818,"[21037, 13492, 24271, 19512, 14204, 7736, 16382, 9885, 20426, 1423, 1862, 8681, 14825, 14731]","[11769, 17780, 1862, 14731]",1
43893,[],"[9694, 3926, 16146, 8062, 100]",1
38006,[],"[1540, 300, 15996, 6988, 13028]",1
23682,"[16000, 3561, 1366, 23126]","[10977, 19723, 5260, 20724, 13274, 21598, 10739, 3561]",0
44036,[],"[10674, 17016, 4173]",1
16503,"[9514, 17018, 16178, 20397]",[],0
31982,[],"[6175, 10534, 11151, 2766, 5500, 11397]",1
27703,"[21514, 8496, 4298]",[],0
4105,"[16434, 8257, 6371, 11666]",[],0
31565,"[24286, 18438, 20173, 5230]",[],0
20284,"[14355, 5303, 13971, 20636, 15186]",[],0
12338,"[23905, 6563]",[],0
8926,"[22471, 11467, 12203, 7387]","[1458, 22471, 20937, 5654, 5893, 14534, 8977]",1
3416,"[5919, 23959, 5564, 9870, 4388, 3043]",[],0
35667,[],"[17540, 9684, 21321, 3081, 14480]",1
21429,"[19242, 20750]","[4806, 7428, 19242, 5972, 14581, 2961]",1
33201,[],"[24149, 20724, 20523, 2781, 5857]",1
46142,[],"[7293, 8676, 10732, 340]",1
11294,"[24436, 12206, 22262, 4758, 10847]","[19819, 20829, 24436, 6732, 9174, 21000, 18867, 18493, 18053]",0
34269,[],"[23723, 132, 7930, 11229]",1
32430,[],"[3803, 20870, 11857, 12848]",1
18391,"[4419, 18773, 4305, 15857]",[],0
31103,"[14722, 20686]",[],0
20070,"[11699, 10499, 3209]",[],0
36103,[],"[9702, 16062, 4977]",1
43847,[],"[1315, 10815, 23932]",1
8209,"[14996, 4132, 19093]","[6660, 19911, 4132, 14295, 22728, 6733, 2161, 19663, 11689, 22524, 14811, 14846]",1
35924,[],"[15321, 24095, 11258, 9501, 16120, 19010]",1
40032,[],"[10351, 6726, 12320, 19245]",1
35931,[],"[15321, 21809, 11038, 1833, 13588, 4262, 17288, 8098, 22142, 3397, 23098, 24078]",1
8651,"[15797, 4028, 12202]",[],0
19417,"[21907, 7362, 19657, 87, 10983, 21978, 7585, 6541, 17383, 1518, 19588, 18537]",[],0
3301,"[22116, 14633, 1106, 24477]","[22116, 19327, 21505, 3926, 2781, 5528, 8117]",1
21723,"[15531, 17454]",[],0
10625,"[236, 21502, 8498]","[4897, 8199, 20946, 7428, 22755, 9544, 15264, 814, 20615, 23873, 18488, 16020]",1
29455,"[21881, 20361, 5529]",[],0
31622,"[14500, 17450, 6997, 14009]",[],0
23189,"[17755, 5588]",[],0
6662,"[5357, 20068, 1953]",[],0
6913,"[17889, 9146, 5410]","[9416, 674, 14730, 7539, 10823, 7683, 9877, 19261, 17681, 17537, 7428, 6863, 10541, 3176, 10798, 4262, 12815, 7178, 22048, 6475, 1483, 8623, 12119, 220, 16249, 8640, 7293, 13745, 15360, 7543, 9508, 24079, 8061, 15894, 12355, 19921, 8492, 21934, 7979, 7951, 5118, 13931, 9687, 12114]",0
38324,[],"[14792, 5301, 671, 20740]",1
24139,"[14602, 10807]",[],0
32282,[],"[9546, 5825, 9256, 8676, 7779, 16113]",1
42711,[],"[18207, 1178, 5598, 23048]",1
37413,[],"[3593, 1857, 16638, 18559]",1
24339,"[676, 9014, 15831, 20973, 4475]",[],0
29132,"[2204, 9527]",[],0
14075,"[2097, 20413, 16262]",[],0
39447,[],"[12681, 22875, 13694, 5808, 11567]",1
32955,[],"[844, 1417, 12209, 10841, 163, 5625]",1
10068,"[18110, 24464, 23300, 14399, 6122, 22432, 20990]","[5355, 6122, 22432, 20990]",1
19218,"[2665, 15391, 5168, 6275]","[2665, 10652, 307, 6275]",1
32948,[],"[844, 15271, 5186, 1324, 19967]",1
32109,[],"[20448, 12548, 21529]",1
9377,"[18811, 3197, 18101]","[844, 17624, 10794, 6423, 17675, 12831, 5456, 3825, 3197]",0
7571,"[18725, 16321, 3220, 16587]",[],0
2232,"[3256, 14744, 15531, 23300, 13080, 11967, 14867]","[3256, 12526, 13180, 12501, 17794, 464, 20741, 6491, 17108, 22484]",1
3642,"[23480, 6364, 20492, 9842, 14163]","[9416, 7890, 9420, 3218, 21191]",0
7438,"[20108, 23419, 6628, 22635, 12425, 24120, 23094, 6843]","[20684, 5953, 23419, 16364, 2375]",1
38849,[],"[17501, 23983, 15256, 4059, 11535, 7475, 11303]",1
10974,"[11790, 18066, 23495, 8334, 2191]","[13497, 17498, 23066, 22377, 12209, 8334, 10497]",1
41359,[],"[16064, 2306, 22377, 4684, 22712, 16772, 14206, 17428, 8676, 17903]",1
36041,[],"[9702, 10001, 5708, 13629, 10436, 12733]",1
15137,"[23786, 17354, 8017]",[],0
707,"[13437, 12511, 4543, 16952, 22030, 11725, 6983, 21470, 10996, 4999, 21582, 21804, 23143]","[22575, 17728, 6983, 22256, 21470, 21582, 21804, 23143, 22250]",0
5342,"[6603, 21846, 1542]","[21751, 17349, 17288, 24264, 18827, 17575, 1216]",0
18779,"[1009, 16519]",[],0
38060,[],"[2658, 13509, 16632, 2977]",1
33319,[],"[23732, 11962, 12903, 12560, 14809, 17753, 12005, 16436, 1752, 4473, 17297, 23384, 10265, 12355, 8676, 13705, 21159, 20652, 13853, 9811, 11796, 23560, 22525]",1
24083,"[12867, 6376, 10266, 24478]",[],0
36935,[],"[18024, 12681, 10541, 11258, 4262]",1
9800,"[23610, 11742, 10920]","[12106, 11609, 10920]",1
8460,"[3890, 18257, 14797, 3481]","[18505, 2685, 22376]",0
17214,"[7164, 5055, 22400, 21514, 9709]",[],0
27381,"[22652, 22341, 1157, 7125]",[],0
32216,[],"[16862, 3958, 4526, 406, 13114, 12193, 21769]",1
17417,"[9342, 17585, 23977, 23093, 16153, 5662, 2669]",[],0
6459,"[15609, 21218, 11143, 22420, 23026]","[15609, 12848, 22420]",1
6075,"[9384, 21325, 11657, 12670, 10669, 14936, 21876, 1416, 2612]","[19102, 19004, 18318, 15029, 6397, 18423, 991, 22234, 22053]",1
30847,"[9302, 22865]",[],0
38365,[],"[20333, 20398, 10832, 14845, 14897]",1
40230,[],"[11505, 18269, 10990, 7129, 1409, 23988, 5903, 16069, 2074, 4784, 16797, 23976, 8601, 13816, 22486]",1
12276,"[4682, 20037, 1862, 11430, 3655]","[6881, 1862, 15778]",1
14917,"[2722, 2764]",[],0
16609,"[3687, 22674, 139]",[],0
46998,[],"[4544, 153, 10088, 2998]",1
46234,[],"[14491, 23289]",1
32278,[],"[15004, 20884, 18411]",1
14348,"[11334, 24139]","[9993, 18327]",0
26905,"[16793, 21555, 24347, 15584]",[],0
46740,[],"[7022, 15461, 12131, 22947]",1
3675,"[21238, 3641, 13543]","[6729, 17262, 3414, 5198]",0
16151,"[21042, 21704, 10093, 12664]","[5543, 6281, 3999, 22897]",1
2196,"[24414, 4993, 16447, 15763, 21075]","[11712, 12969, 8659, 17642, 14033, 21080, 16064, 10789, 8096, 7428, 9101, 3362, 20116, 11258, 20152, 3076, 2971, 2201, 9232, 23494, 9282, 13496, 11841, 13568, 5827, 12971, 21977, 23278, 17121, 1696, 1843, 8100, 10667, 7197, 19248, 19196, 10088]",0
1933,"[15369, 16898, 16595, 5928, 10787, 10491, 18519, 21109, 23080, 8772, 11250, 23709, 13569, 6122, 23010, 12606, 23143]","[15369, 16898, 12681, 18774, 1469, 17331, 19944, 18519, 14809, 14968, 4403, 14283, 22596, 22137, 23709, 7214, 4815, 8398, 6122, 2958, 23143, 20936]",1
15866,"[21595, 21999, 21514, 23214, 8228]","[12865, 2368, 11107]",1
2847,"[9560, 3515, 10675, 910]","[12909, 9560, 18879, 16156, 3515, 10675, 10180, 9500, 3349]",0
25585,"[8254, 21437, 21514, 17653, 12290, 19299, 19523]",[],0
28475,"[16244, 6654, 2957, 10691, 18457, 24037]",[],0
11244,"[23739, 19371, 22810]","[23739, 19371, 21254]",0
1147,"[21301, 9573, 2139, 12315, 5423]","[6055, 16838, 16378, 10271, 11107]",1
13520,"[1486, 23406, 8839]","[4242, 19854, 1469, 17428, 4314]",1
1135,"[9779, 24240, 6219, 11204, 14360]","[15314, 17780, 11630, 19245, 14773, 11023]",0
32098,[],"[8113, 7142, 7072, 18068, 3402]",1
44522,[],"[12996, 13704, 5880, 10717, 11706, 12936, 4512, 266, 11033]",1
43779,[],"[1286, 2469, 19813, 2250]",1
11662,"[22802, 13153, 18235, 3591, 20951, 22472]","[22802, 3017, 19557, 13153]",1
37213,[],"[21, 3926, 7475, 23567, 8398, 153, 15887]",1
10623,"[1208, 24013, 9643, 15380]","[1208, 24013, 9643, 13796, 15380, 15242, 8316]",1
13103,"[7942, 7731, 2186]","[20858, 18162, 2285]",0
17894,"[8653, 21791, 5385, 14976]","[21809, 21643, 22077, 3029, 21791]",0
10110,"[11742, 15217, 21671, 8485, 5848, 9122]","[21671, 8485, 5848, 15242]",0
26048,"[3800, 3069, 14965, 9277]",[],0
30203,"[21356, 19732, 12078, 18616]",[],0
37549,[],"[15490, 9939, 21352, 15900, 7353]",1
3251,"[9886, 22864, 7370, 14023, 5587, 6823, 10741]","[9886, 19167, 22864, 11852, 10740]",1
1603,"[12150, 22467, 1808, 21562, 9460, 3071, 18158, 18715, 4490, 7592, 22301, 6998, 9146, 22780, 15517, 272, 4132, 17198, 8610, 18251, 2721]","[21771, 21111, 14036, 3999, 4132, 24336]",0
30387,"[10886, 8798, 3670]",[],0
976,"[17647, 5968, 7978, 11205, 5151, 17079]",[],0
21819,"[16534, 2447, 18517, 24119, 11770, 2655]","[18912, 23348, 19350, 9128, 7890, 7428, 19424, 3926, 3508, 23814, 13335, 13539, 15960, 14886, 16187, 1244, 12842, 13656, 12619]",1
41372,[],"[17709, 22408, 7988, 1821, 5381]",1
44663,[],"[22990, 8995, 8164, 1823, 21568]",1
30186,"[18100, 18242]",[],0
9974,"[8178, 12489, 2884]","[2884, 23509]",0
5569,"[21783, 2051, 2182]",[],0
19211,"[8054, 3294, 9387, 14855]",[],0
3552,"[19631, 8954, 9949, 9817, 22391, 2194, 16388, 23718, 2321, 14396, 5426, 22172, 17389, 17402, 11982, 2992, 4766, 12450, 20550, 15700]","[23457, 2111, 10822, 4806, 20747, 2194, 10162, 14054, 13522, 19668, 1984, 15264, 14945, 21169, 11017, 12653, 1849, 1658, 22172, 1177, 3070, 21632, 7051, 15019]",1
16799,"[20965, 18312]","[8181, 18312]",0
7019,"[1321, 12076, 19012, 11566]",[],0
18034,"[14547, 4852, 22111, 1394, 13374, 13410, 11598, 22337]",[],0
36916,[],"[3608, 6229, 15352, 16392, 14645]",1
11076,"[6124, 20685, 9645]",[],0
7803,"[23287, 16752, 2699, 23866]",[],0
33896,[],"[7803, 10366, 11899, 743, 22274, 2019, 4031]",1
22321,"[14872, 614]",[],0
36725,[],"[9955, 5244, 1148, 5238, 23594, 11437]",1
1630,"[13257, 16193, 16268, 6329]",[],0
44987,[],"[20633, 20355, 16672, 6094]",1
1791,"[20739, 2367, 3009, 2553, 5018]","[20739, 393, 2553]",1
21319,"[2673, 4859, 5621, 9695]",[],0
16328,"[11744, 8678, 21355, 12307]",[],0
42149,[],"[21924, 10456, 2876, 13547, 21169]",1
32661,[],"[1079, 3110, 15264, 4403, 4002]",1
4311,"[7983, 24364, 20973, 12645]","[24364, 3240]",0
32895,[],"[844, 20512, 17036, 690, 17796, 9282, 17972, 14161, 153]",1
33490,[],"[16308, 7865, 7548, 5934, 8533, 13000, 9823, 163, 13396, 8920, 2413]",1
45230,[],"[24252, 13534, 20044, 5286]",1
41596,[],"[13515, 5213, 8533, 8676, 7022, 14474]",1
7383,"[14802, 8438, 19323, 22227, 21197]","[14802, 11951, 22537, 19323, 21197]",0
19012,"[23043, 18448, 5457]",[],0
27532,"[12487, 238, 5610, 23937, 15100]",[],0
45175,[],"[1477, 1122, 10832, 13402]",1
40492,[],"[15256, 277, 22066]",1
35682,[],"[17878, 19891, 14698, 13980]",1
5418,"[2935, 1685, 10269, 16536]",[],0
1956,"[15236, 13035, 7931, 10972, 13596]",[],0
39936,[],"[10506, 1949, 7951, 6402]",1
36281,[],"[1763, 1823, 2245, 2168, 11583]",1
22290,"[14076, 9744, 4116, 16244]","[23846, 13439]",0
38356,[],"[12303, 3926, 7564, 23413]",1
5560,"[21783, 24180, 12504]","[11245, 1288, 12366, 11172, 7648]",0
15147,"[21091, 15501, 12917, 21863, 8809]","[20363, 23383, 3243, 2486, 10801]",1
36809,[],"[7737, 8051, 2727, 18263]",1
10990,"[12786, 14063, 11926, 16801, 13106]","[14063, 16801, 13106]",1
15509,"[15909, 19260, 11518, 23479, 14235, 9663, 21174, 17713, 7703, 8744, 10235]","[13366, 11502, 366, 19360, 23577]",1
16050,"[5028, 15391, 13082, 12454, 4312]","[5028, 792]",1
33967,[],"[15956, 4579, 7900, 2547, 15113, 6616]",1
17572,"[8927, 2608]",[],0
5557,"[21783, 6007, 10276, 8179, 7097, 4573, 2087, 10963, 14361, 1169]",[],0
28300,"[21337, 10916]",[],0
21509,"[19892, 235, 17014, 19033, 9425]",[],0
19772,"[24469, 4253]","[474, 6058, 17382, 23646]",1
14822,"[7916, 16803, 3920, 9148, 20942, 21565]","[23457, 5547, 4441, 16475, 7428, 856, 9002, 21810, 11345, 9859, 20699, 18985, 7979, 11252, 16445, 22266, 22479]",0
9691,"[18866, 13177, 22931, 2999]",[],0
31881,[],"[3231, 3025]",1
14992,"[15783, 8382, 13759, 16909, 19180, 5866]",[],0
11288,"[18844, 12489, 13153, 3188, 2029]","[22009, 16795, 5711, 13153, 643]",0
14728,"[5790, 9978]","[5790, 3865, 13857]",1
15252,"[563, 22719, 2872, 2154, 355]","[15063, 3023, 23968, 13014, 3668]",0
6838,"[4813, 12717]","[20587, 10508, 23156]",0
31535,"[11677, 6618]",[],0
12567,"[12489, 1486, 21570, 14978, 15998, 20482]","[13637, 19354, 6726, 1211, 20482, 6914]",0
24076,"[14430, 283, 6296, 6531, 4206, 15896, 2088, 14902, 1325, 15826, 13770, 15646]",[],0
40142,[],"[22811, 11258, 7700, 10656, 547]",1
37647,[],"[9697, 13198, 1035, 10990, 5518]",1
7185,"[15883, 17250, 20855]",[],0
47005,[],"[20038, 15111]",1
26993,"[20688, 15814, 21395, 1870, 12020]",[],0
15512,"[15909, 2218, 2705]",[],0
36562,[],"[18830, 12348, 9596, 2547]",1
19648,"[556, 534, 12866]",[],0
24057,"[23980, 19802, 9417]",[],0
13234,"[15104, 15878, 18123, 15317, 17074]",[],0
9984,"[7001, 18664, 3875, 12161]","[8962, 4721, 11829]",0
37837,[],"[3745, 2167, 15736, 9823]",1
7378,"[18144, 7035, 531, 717, 15849, 3223, 19536]","[6838, 18144, 24071]",1
42224,[],"[17433, 21389, 13643, 9178, 10373]",1
679,"[706, 15612, 20446, 6861, 11657, 9280, 3954, 4136, 24499, 24040, 20990, 24012]","[6861, 9280, 24499, 1014, 24040, 20990, 10112, 17378]",1
18326,"[10599, 2036, 23529, 4688]",[],0
41847,[],"[17516, 3373, 9505]",1
29772,"[18880, 16264]",[],0
38165,[],"[12492, 21472, 2017, 17382]",1
14777,"[19581, 20260, 22273, 13091, 5476]",[],0
8238,"[11651, 15104, 6196, 12316, 19524, 22261, 10919, 20346, 22216, 13834, 14995]","[12316, 22216]",0
37924,[],"[8460, 1141, 3430, 5206]",1
15761,"[11766, 13929, 3664]",[],0
35791,[],"[9112, 2967, 4860, 1307]",1
16808,"[5256, 20221]","[10049, 11393, 14075, 7511]",0
20774,"[6609, 20498, 5639]",[],0
23207,"[7884, 11423, 5377, 19968]",[],0
